CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE159389,03/03/2021 07:00:00 PM,035XX W CULLOM AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,N,1723,35,26,1152072,1928353,41.959272598,-87.716310214,"(41.959272598, -87.716310214)"
JE145628,02/15/2021 06:21:00 PM,027XX N NEWLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,2512,36,08A,1129617,1917499,41.929901974,-87.799114404,"(41.929901974, -87.799114404)"
JD395452,10/10/2020 10:10:00 PM,007XX N LOREL AVE,0325,ROBBERY,VEHICULAR HIJACKING,GAS STATION,N,N,1524,37,03,1140538,1904481,41.893985382,-87.759302131,"(41.893985382, -87.759302131)"
JD394489,10/10/2020 12:33:00 AM,005XX W 63RD ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE - PORCH / HALLWAY,N,N,711,20,15,1173561,1863128,41.779838946,-87.639246838,"(41.779838946, -87.639246838)"
JD395318,10/10/2020 07:05:00 PM,046XX S LAKE PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,222,4,08B,1185915,1874464,41.810663246,-87.593598258,"(41.810663246, -87.593598258)"
JD333860,08/15/2020 09:05:00 PM,023XX W PALMER ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,N,N,1432,32,15,1160184,1914782,41.92186878,-87.686863268,"(41.92186878, -87.686863268)"
JE157993,03/03/2021 02:00:00 PM,045XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,215,3,08B,1177916,1875015,41.812360431,-87.622920768,"(41.812360431, -87.622920768)"
JE189824,04/04/2021 10:23:00 PM,061XX S PARKSIDE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,812,13,07,1139789,1863234,41.780811151,-87.763058769,"(41.780811151, -87.763058769)"
JE157521,03/03/2021 04:00:00 AM,068XX S GREEN ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,ALLEY,Y,N,723,6,18,1171818,1859432,41.769735114,-87.645745232,"(41.769735114, -87.645745232)"
JD395185,10/10/2020 04:25:00 PM,026XX N MILWAUKEE AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,Y,N,1412,35,14,1154508,1917422,41.929228676,-87.707647747,"(41.929228676, -87.707647747)"
JE149623,10/01/2020 12:00:00 PM,036XX W 83RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,834,18,07,,,,,
JD395272,10/10/2020 04:15:00 PM,036XX N CLARK ST,0560,ASSAULT,SIMPLE,STREET,N,N,1923,44,08A,1168195,1924365,41.9479955,-87.657151045,"(41.9479955, -87.657151045)"
JE138784,02/11/2021 11:30:00 AM,084XX S KEDVALE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,834,18,05,1150210,1848322,41.739694109,-87.725239258,"(41.739694109, -87.725239258)"
JE157537,03/03/2021 05:54:00 AM,059XX W OHIO ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,1511,29,08B,1136700,1903374,41.891017228,-87.773424619,"(41.891017228, -87.773424619)"
JE163820,11/25/2020 09:00:00 AM,017XX W 66TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,725,15,11,,,,,
JE158480,03/03/2021 08:40:00 PM,071XX S VERNON AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,N,323,6,03,1180482,1857755,41.764938794,-87.614038446,"(41.764938794, -87.614038446)"
JE172502,03/17/2021 02:00:00 PM,082XX S MUSKEGON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,423,7,06,1196593,1850963,41.745916179,-87.555213253,"(41.745916179, -87.555213253)"
JE189220,04/04/2021 01:15:00 PM,012XX N PARKSIDE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,Y,2531,29,26,1138446,1907794,41.90311481,-87.766905152,"(41.90311481, -87.766905152)"
JE158159,03/03/2021 04:45:00 PM,064XX S WESTERN AVE,0460,BATTERY,SIMPLE,DEPARTMENT STORE,N,N,825,16,08B,1161478,1861938,41.776832515,-87.683577859,"(41.776832515, -87.683577859)"
JE157664,03/03/2021 09:13:00 AM,0000X N ASHLAND AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,1224,27,04B,1165754,1900192,41.881715761,-87.666814104,"(41.881715761, -87.666814104)"
JE189578,04/04/2021 09:03:00 PM,060XX S CARPENTER ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,712,16,15,1170349,1864745,41.784346725,-87.650975402,"(41.784346725, -87.650975402)"
JE158508,03/03/2021 08:29:00 PM,056XX S ELIZABETH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,713,16,08B,1168951,1867402,41.791668176,-87.656024275,"(41.791668176, -87.656024275)"
JE189658,04/04/2021 11:58:00 PM,068XX S THROOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,N,N,724,17,01A,1168837,1859459,41.769874082,-87.656671484,"(41.769874082, -87.656671484)"
JD333136,08/15/2020 08:01:00 AM,014XX E 66TH PL,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,321,5,04B,1186946,1861190,41.774213961,-87.590237553,"(41.774213961, -87.590237553)"
JD394686,10/10/2020 08:18:00 AM,088XX S MICHIGAN AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,N,Y,632,9,26,1178698,1846406,41.733836575,-87.620921685,"(41.733836575, -87.620921685)"
JD398174,10/08/2020 09:00:00 PM,007XX N TRUMBULL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1121,27,07,1153245,1904769,41.894532913,-87.712625401,"(41.894532913, -87.712625401)"
JD398898,10/09/2020 02:00:00 AM,073XX S LUELLA AVE,0810,THEFT,OVER $500,STREET,N,N,333,7,06,1192486,1856753,41.761905345,-87.570073629,"(41.761905345, -87.570073629)"
JE158206,03/03/2021 04:45:00 PM,062XX S MICHIGAN AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,N,Y,311,20,04B,1178263,1863535,41.780850355,-87.62199643,"(41.780850355, -87.62199643)"
JD333346,08/15/2020 12:48:00 PM,055XX W NORTH AVE,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),Y,N,2532,37,08A,1139133,1910087,41.909394597,-87.764325755,"(41.909394597, -87.764325755)"
JE162549,03/03/2021 08:00:00 PM,026XX W PETERSON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,2011,40,11,1157789,1939763,41.990467322,-87.694979448,"(41.990467322, -87.694979448)"
JD333626,08/15/2020 04:30:00 PM,034XX N WESTERN AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,Y,N,1921,47,08B,1159771,1922681,41.943552694,-87.688162342,"(41.943552694, -87.688162342)"
JD395480,10/10/2020 10:50:00 PM,099XX S EMERALD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2232,34,14,1173059,1839006,41.713656164,-87.641797959,"(41.713656164, -87.641797959)"
JD395450,10/10/2020 10:05:00 PM,022XX W 54TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,N,932,16,08B,1162086,1868479,41.794769261,-87.681167059,"(41.794769261, -87.681167059)"
JD395153,10/10/2020 12:00:00 PM,024XX N SACRAMENTO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1414,32,06,1155961,1916199,41.925843451,-87.702341464,"(41.925843451, -87.702341464)"
JD334024,08/15/2020 11:40:00 PM,061XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,SIDEWALK,Y,N,1611,39,08B,1133575,1940625,41.993293449,-87.784024731,"(41.993293449, -87.784024731)"
JE157503,03/03/2021 02:49:00 AM,014XX W 72ND ST,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,N,N,734,17,04A,1167548,1856989,41.76312381,-87.661467128,"(41.76312381, -87.661467128)"
JE158717,03/03/2021 09:00:00 AM,007XX W GARFIELD BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),N,N,935,20,14,1172376,1868400,41.794332065,-87.643436108,"(41.794332065, -87.643436108)"
JE158123,03/03/2021 04:00:00 PM,017XX N WESTERN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,N,N,1434,32,04A,1160098,1911352,41.912458388,-87.687274195,"(41.912458388, -87.687274195)"
JD394878,10/10/2020 05:31:00 AM,066XX S DAMEN AVE,0810,THEFT,OVER $500,STREET,N,N,726,15,06,1164175,1860539,41.772937127,-87.673730048,"(41.772937127, -87.673730048)"
JD394813,10/10/2020 11:00:00 AM,013XX S KOLIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,1011,24,14,1147596,1893456,41.863599003,-87.733663016,"(41.863599003, -87.733663016)"
JD395389,10/10/2020 08:46:00 PM,030XX N ASHLAND AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1931,32,06,1165127,1920153,41.936503421,-87.668548353,"(41.936503421, -87.668548353)"
JD395143,10/10/2020 04:19:00 PM,100XX S FOREST AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,511,9,14,1180021,1838428,41.711913787,-87.616318325,"(41.711913787, -87.616318325)"
JD395188,10/10/2020 04:56:00 PM,091XX S HARPER AVE,041A,BATTERY,AGGRAVATED - HANDGUN,ALLEY,N,N,413,8,04B,1188044,1844660,41.728827984,-87.586738363,"(41.728827984, -87.586738363)"
JD470518,12/27/2020 05:08:00 AM,081XX S STATE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VEHICLE NON-COMMERCIAL,N,N,631,6,15,1177710,1850955,41.746341973,-87.62440393,"(41.746341973, -87.62440393)"
JE120417,01/15/2021 10:30:00 AM,071XX S MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,323,6,07,1178398,1857751,41.764975386,-87.621676967,"(41.764975386, -87.621676967)"
JE117458,01/19/2021 05:30:00 PM,051XX W 44TH ST,0890,THEFT,FROM BUILDING,PARK PROPERTY,N,N,814,22,06,1142849,1874984,41.812998842,-87.751548463,"(41.812998842, -87.751548463)"
JD333837,08/15/2020 08:30:00 PM,072XX S RACINE AVE,0485,BATTERY,AGGRAVATED OF A CHILD,SIDEWALK,N,N,734,6,04B,1169569,1856963,41.763008906,-87.654060543,"(41.763008906, -87.654060543)"
JD302999,07/19/2020 04:50:00 PM,093XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,633,9,08B,1179236,1843030,41.724560174,-87.61905336,"(41.724560174, -87.61905336)"
JE157472,03/03/2021 12:52:00 AM,075XX S COLES AVE,031A,ROBBERY,ARMED - HANDGUN,ALLEY,N,N,421,7,03,1195976,1855570,41.758573421,-87.557321761,"(41.758573421, -87.557321761)"
JD336023,08/15/2020 10:00:00 AM,035XX W 58TH PL,0560,ASSAULT,SIMPLE,STREET,N,Y,822,23,08A,1153879,1865599,41.78703303,-87.711338706,"(41.78703303, -87.711338706)"
JD334860,08/15/2020 02:00:00 AM,023XX W 25TH ST,0261,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,N,N,1034,25,02,1161254,1887370,41.846625668,-87.683694249,"(41.846625668, -87.683694249)"
JD332977,08/15/2020 01:59:00 AM,029XX W 38TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,911,12,15,1157438,1879295,41.824545274,-87.697918091,"(41.824545274, -87.697918091)"
JD333770,08/15/2020 07:00:00 PM,018XX W GRACE ST,0460,BATTERY,SIMPLE,APARTMENT,N,N,1922,47,08B,1163430,1925265,41.950566964,-87.67464064,"(41.950566964, -87.67464064)"
JD337830,07/29/2020 08:00:00 AM,099XX S DR MARTIN LUTHER KING JR DR,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,RESIDENCE,N,N,511,9,26,1180653,1839365,41.714470571,-87.613975119,"(41.714470571, -87.613975119)"
JD395344,10/10/2020 07:15:00 PM,036XX N CLARK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1923,44,07,1168277,1924231,41.947626023,-87.656853521,"(41.947626023, -87.656853521)"
JD367401,09/14/2020 07:30:00 PM,105XX S BENSLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,434,10,14,1194537,1835682,41.704034487,-87.563247599,"(41.704034487, -87.563247599)"
JD368722,09/14/2020 05:00:00 PM,064XX S KENNETH AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,N,N,813,13,26,1147819,1861452,41.775771141,-87.733664322,"(41.775771141, -87.733664322)"
JD366470,09/14/2020 12:50:00 AM,015XX S KARLOV AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1012,24,14,1149301,1892217,41.860166185,-87.727436113,"(41.860166185, -87.727436113)"
JD366929,09/14/2020 11:43:00 AM,049XX N BERNARD ST,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,N,N,1712,33,08B,1152494,1932484,41.970599981,-87.714649091,"(41.970599981, -87.714649091)"
JD367695,09/14/2020 10:00:00 PM,055XX N KENMORE AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,2023,48,08B,1168247,1937041,41.982777739,-87.656591889,"(41.982777739, -87.656591889)"
JD367753,09/14/2020 03:00:00 AM,118XX S NORMAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,N,N,522,34,14,1175098,1826358,41.67890298,-87.634706134,"(41.67890298, -87.634706134)"
JD366772,09/14/2020 10:50:00 AM,047XX S HOYNE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,N,931,15,03,1163161,1873186,41.807663403,-87.677093251,"(41.807663403, -87.677093251)"
JE157779,03/03/2021 09:49:00 AM,005XX N KINGSBURY ST,0460,BATTERY,SIMPLE,ATHLETIC CLUB,N,N,1831,42,08B,1173193,1903598,41.890900247,-87.639397357,"(41.890900247, -87.639397357)"
JD333916,08/15/2020 09:15:00 PM,105XX S EGGLESTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2233,34,14,1175148,1835093,41.702872035,-87.634263635,"(41.702872035, -87.634263635)"
JD396134,10/10/2020 08:00:00 PM,014XX N CLARK ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1821,2,06,1175269,1909930,41.908229249,-87.631583111,"(41.908229249, -87.631583111)"
JD366456,09/14/2020 12:40:00 AM,034XX W CHICAGO AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1121,27,08B,1153151,1905118,41.895492469,-87.71296137,"(41.895492469, -87.71296137)"
JD366563,09/14/2020 05:07:00 AM,039XX S MICHIGAN AVE,0810,THEFT,OVER $500,HOTEL / MOTEL,N,Y,213,3,06,1177806,1879008,41.823320055,-87.623203203,"(41.823320055, -87.623203203)"
JD368038,09/14/2020 10:00:00 AM,004XX S LOTUS AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,Y,1522,29,26,1139957,1897368,41.874477054,-87.761610029,"(41.874477054, -87.761610029)"
JD366701,09/14/2020 09:50:00 AM,018XX S HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1014,24,08B,1151343,1890811,41.856268166,-87.719977274,"(41.856268166, -87.719977274)"
JD366488,09/14/2020 01:30:00 AM,068XX S ADA ST,0810,THEFT,OVER $500,STREET,N,N,724,17,06,1168509,1859342,41.769560094,-87.657877159,"(41.769560094, -87.657877159)"
JD367509,09/14/2020 10:10:00 PM,072XX S WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,831,18,08B,1159629,1856445,41.761797059,-87.690506777,"(41.761797059, -87.690506777)"
JD395377,10/10/2020 08:36:00 PM,024XX N KOSTNER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),N,N,2524,31,14,1146629,1916060,41.925645343,-87.736635768,"(41.925645343, -87.736635768)"
JD333833,08/15/2020 08:13:00 PM,055XX S ASHLAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,715,16,08B,1166617,1867973,41.793285209,-87.664566333,"(41.793285209, -87.664566333)"
JD470725,12/27/2020 12:01:00 AM,045XX S LAWLER AVE,0810,THEFT,OVER $500,STREET,N,N,814,22,06,1143453,1874150,41.810698974,-87.749353723,"(41.810698974, -87.749353723)"
JD394966,10/10/2020 01:26:00 PM,009XX N LONG AVE,031A,ROBBERY,ARMED - HANDGUN,ALLEY,N,N,1524,37,03,1140142,1905699,41.897334983,-87.760726677,"(41.897334983, -87.760726677)"
JE163037,02/25/2021 11:00:00 AM,082XX S COMMERCIAL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,424,7,11,1197624,1850851,41.745583197,-87.551439273,"(41.745583197, -87.551439273)"
JD395098,10/10/2020 03:47:00 PM,079XX S ELLIS AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,624,8,03,1184267,1852664,41.750880891,-87.600324481,"(41.750880891, -87.600324481)"
JD395301,10/10/2020 07:00:00 PM,082XX S LANGLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,631,6,14,1182331,1850478,41.744927311,-87.607486427,"(41.744927311, -87.607486427)"
JD394849,10/10/2020 10:00:00 AM,041XX S CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,921,12,08B,1160381,1877080,41.818406815,-87.687182188,"(41.818406815, -87.687182188)"
JD394843,10/10/2020 11:21:00 AM,054XX W MADISON ST,2027,NARCOTICS,POSSESS - CRACK,STREET,Y,N,1522,29,18,1139904,1899485,41.880287347,-87.761752861,"(41.880287347, -87.761752861)"
JD398278,10/10/2020 10:30:00 PM,075XX N CLARK ST,0870,THEFT,POCKET-PICKING,SIDEWALK,N,N,2422,49,06,1162913,1949932,42.018264962,-87.67584503,"(42.018264962, -87.67584503)"
JD399398,10/07/2020 06:23:00 PM,006XX E 50TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,223,4,06,1181609,1871679,41.803121603,-87.609478066,"(41.803121603, -87.609478066)"
JD367145,09/14/2020 02:00:00 PM,027XX W 63RD ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,N,N,825,16,11,1158977,1862755,41.779125969,-87.692724188,"(41.779125969, -87.692724188)"
JD366620,09/14/2020 08:10:00 AM,030XX N HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1933,44,06,1170394,1920533,41.93743245,-87.649180491,"(41.93743245, -87.649180491)"
JD366538,09/14/2020 02:00:00 AM,057XX S WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,715,15,08B,1164336,1866636,41.789664702,-87.672968219,"(41.789664702, -87.672968219)"
JD354496,09/02/2020 10:55:00 PM,050XX W SUPERIOR ST,0331,ROBBERY,ATTEMPT AGGRAVATED,STREET,Y,N,1531,37,03,1142687,1904504,41.894008772,-87.751408873,"(41.894008772, -87.751408873)"
JD367287,09/14/2020 05:00:00 PM,015XX E 87TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,N,N,412,8,14,1188159,1847605,41.736906629,-87.586223454,"(41.736906629, -87.586223454)"
JD367426,09/14/2020 12:00:00 PM,014XX S ST LOUIS AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,1021,24,26,1153269,1892900,41.86196265,-87.7128524,"(41.86196265, -87.7128524)"
JD397898,10/10/2020 08:00:00 PM,007XX W HUBBARD ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,N,N,1214,27,11,1171251,1903291,41.890100695,-87.646538319,"(41.890100695, -87.646538319)"
JD395392,10/10/2020 08:25:00 PM,036XX W GRAND AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,N,1112,27,03,1152073,1907615,41.902365801,-87.716854733,"(41.902365801, -87.716854733)"
JD394731,10/10/2020 09:30:00 AM,032XX W MAYPOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1123,28,08B,1154677,1900798,41.883607554,-87.707472432,"(41.883607554, -87.707472432)"
JD394714,10/10/2020 08:53:00 AM,023XX N CALIFORNIA AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,GOVERNMENT BUILDING / PROPERTY,N,N,1431,1,03,1157311,1915583,41.924125733,-87.697397656,"(41.924125733, -87.697397656)"
JD395393,10/10/2020 08:39:00 PM,021XX S ARCHER AVE,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,STREET,N,N,914,25,03,1174939,1890002,41.853553022,-87.633392393,"(41.853553022, -87.633392393)"
JD395803,10/10/2020 12:00:00 AM,009XX W 76TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,621,17,08B,1171528,1854447,41.756062009,-87.646954048,"(41.756062009, -87.646954048)"
JD397729,10/10/2020 09:00:00 PM,006XX W HUBBARD ST,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,N,N,1214,27,06,1171727,1903303,41.890123156,-87.644789891,"(41.890123156, -87.644789891)"
JD333985,08/15/2020 11:50:00 PM,030XX W 37TH PL,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,N,N,911,12,08A,1156690,1879600,41.82539738,-87.700654052,"(41.82539738, -87.700654052)"
JE171969,03/17/2021 09:13:00 PM,004XX W 111TH ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,Y,N,2233,34,18,1175176,1831297,41.692454623,-87.634273925,"(41.692454623, -87.634273925)"
JD395512,10/10/2020 11:30:00 PM,023XX S CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1034,12,08B,1158069,1888163,41.848867268,-87.695361492,"(41.848867268, -87.695361492)"
JD398051,10/10/2020 12:29:00 PM,018XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1931,32,06,1163715,1915978,41.925076902,-87.673855622,"(41.925076902, -87.673855622)"
JD397022,10/10/2020 02:00:00 PM,067XX S KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARK PROPERTY,N,N,831,17,14,1156204,1859967,41.771531518,-87.70296528,"(41.771531518, -87.70296528)"
JD470948,12/27/2020 05:50:00 PM,013XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1433,1,06,1165485,1908868,41.905529073,-87.667554656,"(41.905529073, -87.667554656)"
JD474820,12/17/2020 03:00:00 PM,109XX S WALLACE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2233,34,11,1174251,1832409,41.695526671,-87.63762761,"(41.695526671, -87.63762761)"
JD397348,10/10/2020 01:00:00 AM,031XX S WELLS ST,051A,ASSAULT,AGGRAVATED - HANDGUN,VEHICLE NON-COMMERCIAL,N,N,915,11,04A,1175130,1884141,41.837465713,-87.632866818,"(41.837465713, -87.632866818)"
JD398850,09/06/2020 03:00:00 PM,055XX N Kenmore Ave,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,2023,48,06,1168248,1936987,41.98262954,-87.65658978,"(41.98262954, -87.65658978)"
JD395357,10/10/2020 07:54:00 PM,059XX S PRAIRIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,232,20,08A,1179057,1865660,41.786663503,-87.619020774,"(41.786663503, -87.619020774)"
JD395254,10/10/2020 04:00:00 PM,044XX S WABASH AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,215,3,06,1177454,1875669,41.814165532,-87.624595584,"(41.814165532, -87.624595584)"
JE158487,03/03/2021 09:05:00 PM,006XX N CHRISTIANA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1121,27,15,1153930,1904034,41.892502376,-87.71012919,"(41.892502376, -87.71012919)"
JD395443,10/10/2020 08:00:00 AM,070XX N PAULINA ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2423,49,05,1163912,1946749,42.009509634,-87.672259354,"(42.009509634, -87.672259354)"
JD394839,10/10/2020 11:43:00 AM,052XX W MADISON ST,0820,THEFT,$500 AND UNDER,CONVENIENCE STORE,N,N,1522,28,06,1141512,1899523,41.880362084,-87.755847438,"(41.880362084, -87.755847438)"
JD366526,09/14/2020 02:17:00 AM,067XX S COTTAGE GROVE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,GAS STATION,N,N,321,20,03,1182717,1860597,41.77268594,-87.605758495,"(41.77268594, -87.605758495)"
JD367366,09/14/2020 06:55:00 PM,014XX E 83RD ST,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,Y,N,411,8,15,1187534,1850244,41.744163175,-87.588429538,"(41.744163175, -87.588429538)"
JD367937,09/14/2020 07:00:00 AM,049XX N MILWAUKEE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1623,45,14,1139231,1932487,41.970860678,-87.763418662,"(41.970860678, -87.763418662)"
JD394858,10/10/2020 12:00:00 PM,040XX S WABASH AVE,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),N,N,213,3,06,1177385,1878208,41.821134326,-87.624771883,"(41.821134326, -87.624771883)"
JD471058,12/27/2020 08:26:00 PM,058XX W OHIO ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1511,29,05,1137353,1903386,41.89103844,-87.771026144,"(41.89103844, -87.771026144)"
JD394692,10/10/2020 07:00:00 AM,071XX S CALUMET AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,323,6,08B,1179713,1857818,41.765129284,-87.616855105,"(41.765129284, -87.616855105)"
JD373601,09/20/2020 04:33:00 PM,003XX W 60TH PL,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,711,20,04B,1174973,1864832,41.784483514,-87.63401947,"(41.784483514, -87.63401947)"
JD395180,10/10/2020 05:00:00 PM,013XX S KEELER AVE,0810,THEFT,OVER $500,STREET,N,Y,1011,24,06,1148600,1893414,41.863464446,-87.729978446,"(41.863464446, -87.729978446)"
JD395250,10/10/2020 02:30:00 PM,045XX N BROADWAY,0460,BATTERY,SIMPLE,OTHER (SPECIFY),N,N,1913,46,08B,1168192,1930429,41.96463541,-87.656986152,"(41.96463541, -87.656986152)"
